
                            < M A T L A B (R) >
                  Copyright 1984-2020 The MathWorks, Inc.
              R2020a Update 2 (9.8.0.1380330) 64-bit (glnxa64)
                                May 5, 2020

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
[Warning: Column headers from the file were modified to make them valid MATLAB
identifiers before creating variable names for the table. The original column
headers are saved in the VariableDescriptions property.
Set 'PreserveVariableNames' to true to use the original column headers as table
variable names.] 
Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|     158 |       11050 |       02:20:56 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     159 |       11070 |       02:21:09 |      100.00% |       76.47% |       0.0003 |       0.5338 |      1.0000e-04 |
|     159 |       11100 |       02:21:28 |      100.00% |       76.47% |       0.0004 |       0.5340 |      1.0000e-04 |
|     159 |       11130 |       02:21:48 |      100.00% |       76.47% |       0.0010 |       0.5340 |      1.0000e-04 |
|     160 |       11150 |       02:22:00 |      100.00% |              |       0.0002 |              |      1.0000e-04 |
|     160 |       11160 |       02:22:07 |      100.00% |       76.47% |       0.0003 |       0.5342 |      1.0000e-04 |
|     160 |       11190 |       02:22:27 |      100.00% |       76.47% |       0.0004 |       0.5343 |      1.0000e-04 |
|     160 |       11200 |       02:22:33 |      100.00% |              |       0.0010 |              |      1.0000e-04 |
|     161 |       11220 |       02:22:46 |      100.00% |       76.47% |       0.0002 |       0.5344 |      1.0000e-04 |
|     161 |       11250 |       02:23:06 |      100.00% |       76.47% |       0.0004 |       0.5346 |      1.0000e-04 |
|     162 |       11280 |       02:23:25 |      100.00% |       76.47% |       0.0003 |       0.5346 |      1.0000e-04 |
|     162 |       11300 |       02:23:37 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     162 |       11310 |       02:23:45 |      100.00% |       76.47% |       0.0004 |       0.5348 |      1.0000e-04 |
|     162 |       11340 |       02:24:04 |      100.00% |       76.47% |       0.0009 |       0.5348 |      1.0000e-04 |
|     163 |       11350 |       02:24:10 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     163 |       11370 |       02:24:24 |      100.00% |       76.47% |       0.0003 |       0.5350 |      1.0000e-04 |
|     163 |       11400 |       02:24:43 |      100.00% |       76.47% |       0.0004 |       0.5351 |      1.0000e-04 |
|     164 |       11430 |       02:25:03 |      100.00% |       76.47% |       0.0002 |       0.5352 |      1.0000e-04 |
|     164 |       11450 |       02:25:15 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     164 |       11460 |       02:25:23 |      100.00% |       76.47% |       0.0004 |       0.5355 |      1.0000e-04 |
|     165 |       11490 |       02:25:42 |      100.00% |       76.47% |       0.0003 |       0.5355 |      1.0000e-04 |
|     165 |       11500 |       02:25:48 |      100.00% |              |       0.0002 |              |      1.0000e-04 |
|     165 |       11520 |       02:26:02 |      100.00% |       76.47% |       0.0004 |       0.5357 |      1.0000e-04 |
|     165 |       11550 |       02:26:21 |      100.00% |       76.47% |       0.0009 |       0.5357 |      1.0000e-04 |
|     166 |       11580 |       02:26:41 |      100.00% |       76.47% |       0.0003 |       0.5359 |      1.0000e-04 |
|     166 |       11600 |       02:26:53 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     166 |       11610 |       02:27:00 |      100.00% |       76.47% |       0.0003 |       0.5359 |      1.0000e-04 |
|     167 |       11640 |       02:27:20 |      100.00% |       76.47% |       0.0002 |       0.5361 |      1.0000e-04 |
|     167 |       11650 |       02:27:26 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     167 |       11670 |       02:27:39 |      100.00% |       76.47% |       0.0003 |       0.5363 |      1.0000e-04 |
|     168 |       11700 |       02:27:59 |      100.00% |       76.47% |       0.0003 |       0.5363 |      1.0000e-04 |
|     168 |       11730 |       02:28:19 |      100.00% |       76.47% |       0.0004 |       0.5365 |      1.0000e-04 |
|     168 |       11750 |       02:28:31 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     168 |       11760 |       02:28:38 |      100.00% |       76.47% |       0.0009 |       0.5365 |      1.0000e-04 |
|     169 |       11790 |       02:28:58 |      100.00% |       76.47% |       0.0003 |       0.5367 |      1.0000e-04 |
|     169 |       11800 |       02:29:04 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     169 |       11820 |       02:29:17 |      100.00% |       76.47% |       0.0003 |       0.5368 |      1.0000e-04 |
|     170 |       11850 |       02:29:37 |      100.00% |       76.47% |       0.0002 |       0.5369 |      1.0000e-04 |
|     170 |       11880 |       02:29:57 |      100.00% |       76.47% |       0.0003 |       0.5371 |      1.0000e-04 |
|     170 |       11900 |       02:30:09 |      100.00% |              |       0.0009 |              |      1.0000e-04 |
|     171 |       11910 |       02:30:16 |      100.00% |       76.47% |       0.0003 |       0.5371 |      1.0000e-04 |
|     171 |       11940 |       02:30:36 |      100.00% |       76.47% |       0.0004 |       0.5373 |      1.0000e-04 |
|     171 |       11950 |       02:30:42 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     171 |       11970 |       02:30:55 |      100.00% |       76.47% |       0.0009 |       0.5373 |      1.0000e-04 |
|     172 |       12000 |       02:31:15 |      100.00% |       76.47% |       0.0003 |       0.5375 |      1.0000e-04 |
|     172 |       12030 |       02:31:34 |      100.00% |       76.47% |       0.0003 |       0.5376 |      1.0000e-04 |
|     173 |       12050 |       02:31:46 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     173 |       12060 |       02:31:54 |      100.00% |       76.47% |       0.0002 |       0.5377 |      1.0000e-04 |
|     173 |       12090 |       02:32:13 |      100.00% |       76.47% |       0.0003 |       0.5379 |      1.0000e-04 |
|     173 |       12100 |       02:32:19 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     174 |       12120 |       02:32:33 |      100.00% |       76.47% |       0.0003 |       0.5379 |      1.0000e-04 |
|     174 |       12150 |       02:32:52 |      100.00% |       76.47% |       0.0004 |       0.5381 |      1.0000e-04 |
|     174 |       12180 |       02:33:12 |      100.00% |       76.47% |       0.0009 |       0.5381 |      1.0000e-04 |
|     175 |       12200 |       02:33:24 |      100.00% |              |       0.0002 |              |      1.0000e-04 |
|     175 |       12210 |       02:33:31 |      100.00% |       76.47% |       0.0003 |       0.5383 |      1.0000e-04 |
|     175 |       12240 |       02:33:51 |      100.00% |       76.47% |       0.0003 |       0.5384 |      1.0000e-04 |
|     175 |       12250 |       02:33:57 |      100.00% |              |       0.0009 |              |      1.0000e-04 |
|     176 |       12270 |       02:34:10 |      100.00% |       76.47% |       0.0002 |       0.5385 |      1.0000e-04 |
|     176 |       12300 |       02:34:30 |      100.00% |       76.47% |       0.0003 |       0.5387 |      1.0000e-04 |
|     177 |       12330 |       02:34:50 |      100.00% |       76.47% |       0.0003 |       0.5387 |      1.0000e-04 |
|     177 |       12350 |       02:35:02 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     177 |       12360 |       02:35:09 |      100.00% |       76.47% |       0.0004 |       0.5389 |      1.0000e-04 |
|     177 |       12390 |       02:35:29 |      100.00% |       76.47% |       0.0009 |       0.5389 |      1.0000e-04 |
|     178 |       12400 |       02:35:35 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     178 |       12420 |       02:35:49 |      100.00% |       76.47% |       0.0003 |       0.5391 |      1.0000e-04 |
|     178 |       12450 |       02:36:08 |      100.00% |       76.47% |       0.0003 |       0.5391 |      1.0000e-04 |
|     179 |       12480 |       02:36:28 |      100.00% |       76.47% |       0.0002 |       0.5392 |      1.0000e-04 |
|     179 |       12500 |       02:36:40 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     179 |       12510 |       02:36:48 |      100.00% |       76.47% |       0.0003 |       0.5395 |      1.0000e-04 |
|     180 |       12540 |       02:37:07 |      100.00% |       76.47% |       0.0003 |       0.5395 |      1.0000e-04 |
|     180 |       12550 |       02:37:13 |      100.00% |              |       0.0002 |              |      1.0000e-04 |
|     180 |       12570 |       02:37:27 |      100.00% |       76.47% |       0.0004 |       0.5397 |      1.0000e-04 |
|     180 |       12600 |       02:37:47 |      100.00% |       76.47% |       0.0008 |       0.5397 |      1.0000e-04 |
|     181 |       12630 |       02:38:06 |      100.00% |       76.47% |       0.0003 |       0.5398 |      1.0000e-04 |
|     181 |       12650 |       02:38:19 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     181 |       12660 |       02:38:26 |      100.00% |       76.47% |       0.0003 |       0.5399 |      1.0000e-04 |
|     182 |       12690 |       02:38:46 |      100.00% |       76.47% |       0.0002 |       0.5400 |      1.0000e-04 |
|     182 |       12700 |       02:38:52 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     182 |       12720 |       02:39:05 |      100.00% |       76.47% |       0.0003 |       0.5403 |      1.0000e-04 |
|     183 |       12750 |       02:39:25 |      100.00% |       76.47% |       0.0003 |       0.5403 |      1.0000e-04 |
|     183 |       12780 |       02:39:44 |      100.00% |       76.47% |       0.0004 |       0.5405 |      1.0000e-04 |
|     183 |       12800 |       02:39:57 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     183 |       12810 |       02:40:04 |      100.00% |       76.47% |       0.0008 |       0.5405 |      1.0000e-04 |
|     184 |       12840 |       02:40:23 |      100.00% |       76.47% |       0.0003 |       0.5406 |      1.0000e-04 |
|     184 |       12850 |       02:40:29 |      100.00% |              |       0.0004 |              |      1.0000e-04 |
|     184 |       12870 |       02:40:43 |      100.00% |       76.47% |       0.0003 |       0.5407 |      1.0000e-04 |
|     185 |       12900 |       02:41:02 |      100.00% |       76.47% |       0.0002 |       0.5408 |      1.0000e-04 |
|     185 |       12930 |       02:41:22 |      100.00% |       76.47% |       0.0003 |       0.5411 |      1.0000e-04 |
|     185 |       12950 |       02:41:34 |      100.00% |              |       0.0008 |              |      1.0000e-04 |
|     186 |       12960 |       02:41:41 |      100.00% |       76.47% |       0.0003 |       0.5411 |      1.0000e-04 |
|     186 |       12990 |       02:42:01 |      100.00% |       76.47% |       0.0004 |       0.5412 |      1.0000e-04 |
|     186 |       13000 |       02:42:07 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     186 |       13020 |       02:42:20 |      100.00% |       76.47% |       0.0008 |       0.5412 |      1.0000e-04 |
|     187 |       13050 |       02:42:39 |      100.00% |       76.47% |       0.0003 |       0.5414 |      1.0000e-04 |
|     187 |       13080 |       02:42:59 |      100.00% |       76.47% |       0.0003 |       0.5415 |      1.0000e-04 |
|     188 |       13100 |       02:43:11 |      100.00% |              |       0.0002 |              |      1.0000e-04 |
|     188 |       13110 |       02:43:18 |      100.00% |       76.47% |       0.0002 |       0.5416 |      1.0000e-04 |
|     188 |       13140 |       02:43:38 |      100.00% |       76.47% |       0.0003 |       0.5418 |      1.0000e-04 |
|     188 |       13150 |       02:43:44 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     189 |       13170 |       02:43:57 |      100.00% |       76.47% |       0.0002 |       0.5418 |      1.0000e-04 |
|     189 |       13200 |       02:44:17 |      100.00% |       76.47% |       0.0004 |       0.5420 |      1.0000e-04 |
|     189 |       13230 |       02:44:36 |      100.00% |       76.47% |       0.0008 |       0.5420 |      1.0000e-04 |
|     190 |       13250 |       02:44:48 |      100.00% |              |       0.0002 |              |      1.0000e-04 |
|     190 |       13260 |       02:44:56 |      100.00% |       76.47% |       0.0003 |       0.5422 |      1.0000e-04 |
|     190 |       13290 |       02:45:15 |      100.00% |       76.47% |       0.0003 |       0.5423 |      1.0000e-04 |
|     190 |       13300 |       02:45:21 |      100.00% |              |       0.0008 |              |      1.0000e-04 |
|     191 |       13320 |       02:45:34 |      100.00% |       76.47% |       0.0002 |       0.5424 |      1.0000e-04 |
|     191 |       13350 |       02:45:54 |      100.00% |       76.47% |       0.0003 |       0.5426 |      1.0000e-04 |
|     192 |       13380 |       02:46:13 |      100.00% |       76.47% |       0.0002 |       0.5426 |      1.0000e-04 |
|     192 |       13400 |       02:46:26 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     192 |       13410 |       02:46:33 |      100.00% |       76.47% |       0.0003 |       0.5428 |      1.0000e-04 |
|     192 |       13440 |       02:46:52 |      100.00% |       76.47% |       0.0008 |       0.5428 |      1.0000e-04 |
|     193 |       13450 |       02:46:58 |      100.00% |              |       0.0002 |              |      1.0000e-04 |
|     193 |       13470 |       02:47:12 |      100.00% |       76.47% |       0.0003 |       0.5429 |      1.0000e-04 |
|     193 |       13500 |       02:47:31 |      100.00% |       76.47% |       0.0003 |       0.5430 |      1.0000e-04 |
|     194 |       13530 |       02:47:51 |      100.00% |       76.47% |       0.0002 |       0.5431 |      1.0000e-04 |
|     194 |       13550 |       02:48:03 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     194 |       13560 |       02:48:10 |      100.00% |       76.47% |       0.0003 |       0.5434 |      1.0000e-04 |
|     195 |       13590 |       02:48:29 |      100.00% |       76.47% |       0.0002 |       0.5434 |      1.0000e-04 |
|     195 |       13600 |       02:48:36 |      100.00% |              |       0.0002 |              |      1.0000e-04 |
|     195 |       13620 |       02:48:49 |      100.00% |       76.47% |       0.0003 |       0.5435 |      1.0000e-04 |
|     195 |       13650 |       02:49:09 |      100.00% |       76.47% |       0.0008 |       0.5435 |      1.0000e-04 |
|     196 |       13680 |       02:49:28 |      100.00% |       76.47% |       0.0003 |       0.5437 |      1.0000e-04 |
|     196 |       13700 |       02:49:41 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     196 |       13710 |       02:49:48 |      100.00% |       76.47% |       0.0003 |       0.5438 |      1.0000e-04 |
|     197 |       13740 |       02:50:08 |      100.00% |       76.47% |       0.0002 |       0.5439 |      1.0000e-04 |
|     197 |       13750 |       02:50:14 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     197 |       13770 |       02:50:28 |      100.00% |       76.47% |       0.0003 |       0.5441 |      1.0000e-04 |
|     198 |       13800 |       02:50:48 |      100.00% |       76.47% |       0.0002 |       0.5441 |      1.0000e-04 |
|     198 |       13830 |       02:51:07 |      100.00% |       76.47% |       0.0003 |       0.5443 |      1.0000e-04 |
|     198 |       13850 |       02:51:20 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     198 |       13860 |       02:51:27 |      100.00% |       76.47% |       0.0008 |       0.5443 |      1.0000e-04 |
|     199 |       13890 |       02:51:47 |      100.00% |       76.47% |       0.0003 |       0.5445 |      1.0000e-04 |
|     199 |       13900 |       02:51:53 |      100.00% |              |       0.0003 |              |      1.0000e-04 |
|     199 |       13920 |       02:52:07 |      100.00% |       76.47% |       0.0003 |       0.5445 |      1.0000e-04 |
|     200 |       13950 |       02:52:26 |      100.00% |       76.47% |       0.0002 |       0.5446 |      1.0000e-04 |
|     200 |       13980 |       02:52:47 |      100.00% |       76.47% |       0.0003 |       0.5449 |      1.0000e-04 |
|     200 |       14000 |       02:53:02 |      100.00% |       76.47% |       0.0007 |       0.5448 |      1.0000e-04 |
|======================================================================================================================|

accuracy =

    0.9714

